id;rif_contrat;id_modalidad;id_sub_modalidad;fec_inicio_cont;fec_fin_cont;nro_procedimiento;nro_contrato;id_estado_contrato;descr_contrato;bienes;servicios;obras;monto;dolar;euro;petros;bolivares;calidad;responsabilidad;conocimiento;oportunidad;total_calif;calificacion;notf_cont;fecha_not;medio;nro_oc_os;fileimagen;id_usuario;fecha_evaluacion
1815;J309666185;4;0;2010-01-25;2010-06-11;CP-OC-FF-7378-2010;CP-OC-FF-7378-2010;1;MATERIAL DE COMPUTACIÃÂN;;;;714.56;;;;;;;;;60;REGULAR;S;2010-06-11;OFICIO;FF/DA/SC/2010-034;;1;2010-07-08
1816;J001554050;4;0;2010-06-08;2010-06-08;CP-OS-FH-73046-2010;CP-OS-FH-73046-2010;1;"PAGO BOLETOS AEREOS ESTUDIOS UNIV. SUPERV.
";;;;1888.08;;;;;;;;;75;BUENO;S;2010-06-08;OTRO;CP-OS-FH-73046-2010;;1;2010-07-08
1817;J295201320;4;0;2009-04-01;2009-07-20;FCCV-106-B/2009;FCCV-106-B/2009;8;SERVICIO DE ALQUILER DE (02) TORRES DE SONIDOS Y PLANTA ELECTRICA;;;;10000.00;;;;;;;;;96;EXCELENTE;S;2009-04-01;OFICIO;FCCV-106-B/2009;;1;2010-07-08
1818;J316829090;7;0;2010-01-01;2010-12-31;VPFT03;CD/FZ/0309/342;1;"MANTENIMIENTO Y POST IMPLEMENTACION DEL SISTEMA FLUJO DE CAJA ESTRATEGICO (AFCES)
";;;;83655.00;;;;;;;;;93;EXCELENTE;S;2010-07-08;EMAIL;MARISELA.SUAREZ@LAEDC.COM.VE;;1;2010-07-08
1819;J309666185;4;0;2010-05-03;2010-06-11;CP-OC-FF-7379-2010;CP-OC-FF-7379-2010;1;MATERIAL DE COMPUTACION;;;;1308.16;;;;;;;;;70;REGULAR;S;2010-06-11;OFICIO;FF/DA/SC/2010/035;;1;2010-07-08
1820;J000416273;4;0;2010-05-11;2010-06-11;CP-OS-FF-7353-2010;CP-OS-FF-7353-2010;1;SERVICIOS;;;;350.31;;;;;;;;;80;BUENO;S;2010-06-14;OFICIO;FF/DA/SC/2010/037;;1;2010-07-08
1821;J295201320;4;0;2009-10-14;2009-10-23;FCCV-167-B/2009;FCCV-167-B/2009;8;ELABORACION DE (08) PENDONES MEDIDAS DE 1.20 X 2 METROS;;;;5600.00;;;;;;;;;94;EXCELENTE;S;2009-10-14;OFICIO;FCCV-167-B/2009;;1;2010-07-08
1822;J001554050;4;0;2010-06-08;2010-06-08;CP-OS-FH-73045-2010;CP-OS-FH-73045-2010;1;"PAGO BOLETOS AEREOS ESTUDIOS UNIV. SUPERV.
";;;;1888.08;;;;;;;;;75;BUENO;S;2010-06-08;OTRO;CP-OS-FH-73045-2010;;1;2010-07-08
1823;V047842197;1;0;2010-05-17;2010-06-09;CP-OC-VRAD-583-2010;583;1;"COMPRA DE ALIMENTOS Y BEBIDAS
";;;;274.40;;;;;;;;;72;BUENO;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1824;J307559950;4;0;2010-02-12;2010-06-14;CP-OC-FF-7175-2010;CP-OC-FF-7175-2010;1;SUSTANCIAS QUIMICAS;;;;3944.64;;;;;;;;;100;EXCELENTE;S;2010-06-14;OFICIO;FF/DA/SC/2010/038;;1;2010-07-08
1825;J001554050;4;0;2010-06-08;2010-06-08;CP-OS-FH-73047-2010;CP-OS-FH-73047-2010;1;"PAGO BOLETOS AEREOS ESTUDIOS UNIV. SUPERV.
";;;;858.26;;;;;;;;;75;BUENO;S;2010-06-08;OTRO;CP-OS-FH-73047-2010;;1;2010-07-08
1826;J311606505;4;0;2010-03-10;2010-06-03;cp-oc-dse-33291-2010;33291;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;5040.00;;;;;;;;;80;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33291-2010;;1;2010-07-08
1827;J000598800;4;0;2010-05-13;2010-06-14;CP-OS-FF-7357-2010;CP-OS-FF-7357-2010;1;SERVICIOS;;;;781.23;;;;;;;;;60;REGULAR;S;2010-06-14;OFICIO;FF/DA/SC/2010/039;;1;2010-07-08
1828;V047842197;1;0;2010-05-27;2010-06-09;CP-OC-VRAD-535-2010;535;1;"COMPRA DE ALIMENTOS Y BEBIDAS
";;;;329.28;;;;;;;;;72;BUENO;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1829;J001554050;4;0;2010-06-08;2010-06-08;CP-OS-FH-73048-2010;CP-OS-FH-73048-2010;1;"PAGO BOLETOS AEREOS ESTUDIOS UNIV. SUPERV.
";;;;1515.96;;;;;;;;;75;BUENO;S;2010-06-08;OTRO;CP-OS-FH-73048-2010;;1;2010-07-08
1830;V047842197;1;0;2010-05-31;2010-06-16;CP-OC-VRAD-587-2010;587;1;"COMPRA DE ALIMENTOS Y BEBIDAS
";;;;384.16;;;;;;;;;72;BUENO;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1831;J295201320;4;0;2009-10-14;2009-10-23;FCCV-166-B/2009;FCCV-166-B/2009;8;ELABORACION DE (08) PENDONES, CON MOTIVO DE LA EXPOSICION DE MARIA LIONZA;;;;5600.00;;;;;;;;;98;EXCELENTE;S;2009-10-14;OFICIO;FCCV-166-B/2009;;1;2010-07-08
1832;J001554050;4;0;2010-06-08;2010-06-08;CP-0S-FH-73049-2010;CP-0S-FH-73049-2010;1;"PAGO BOLETOS AEREOS ESTUDIOS UNIV. SUPERV.
";;;;2574.78;;;;;;;;;75;BUENO;S;2010-06-08;OTRO;CP-0S-FH-73049-2010;;1;2010-07-08
1833;J311606505;4;0;2010-03-09;2010-06-03;cp-oc-dse-33275-2010;33275;5;ADQUSICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;13440.00;;;;;;;;;80;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33275-2010;;1;2010-07-08
1834;J000122423;4;0;2010-05-03;2010-06-09;CP-OS-VRAD-581-2010;581;1;"PUBLICACION DE AVISOS
";;;;751.52;;;;;;;;;95;EXCELENTE;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1835;V055223854;4;0;2010-06-14;2010-06-14;CP-OS-FF-7447-2010;CP-OS-FF-7447-2010;1;SERVICIOS;;;;32485.60;;;;;;;;;100;EXCELENTE;S;2010-06-14;OFICIO;FF/DA/SC/2010/041;;1;2010-07-08
1836;J302119162;4;0;2010-05-25;2010-06-25;CP-0C-FH-72931-2010;CP-0C-FH-72931-2010;1;"MATERIAL DE OFICINA Y TONER DE FOTOCOPIADORA 
";;;;13504.53;;;;;;;;;43;DEFICIENTE;S;2010-06-25;OTRO;CP-0C-FH-72931-2010;;1;2010-07-08
1837;J298864478;4;0;2010-05-21;2010-06-14;CP-OS-FF-7422-2010;CP-OS-FF-7422-2010;1;SERVICIOS;;;;1120.00;;;;;;;;;80;BUENO;S;2010-06-14;OFICIO;FF/DA/SC/2010/042;;1;2010-07-08
1838;J311606505;4;0;2010-02-22;2010-06-03;cp-oc-dse-33274-2010;33274;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;16800.00;;;;;;;;;80;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33274-2010;;1;2010-07-08
1839;J313090077;4;0;2010-06-07;2010-06-07;CP-0C-FH-72288-2010;CP-0C-FH-72288-2010;1;"MATERIAL DE LIMPIEZA 

";;;;601.30;;;;;;;;;36;DEFICIENTE;S;2010-06-07;OTRO;CP-0C-FH-72288-2010;;1;2010-07-08
1840;J295534655;4;0;2010-06-15;2010-06-21;CP-OC-VRAD-590-2010;590;1;"COMPRA DE UN TELEVISOR 
";;;;9126.88;;;;;;;;;100;EXCELENTE;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1841;J296996008;4;0;2010-05-26;2010-06-22;DFIPU/OC/0321;DFIPU/OC/0321;5;CILINDRO DE IMPRESORA CANNON DE LA DIRECCION;;;;3159.99;;;;;;;;;80;BUENO;S;2010-06-22;OFICIO;DFIPU/OC/0321;;1;2010-07-08
1842;J307572833;4;0;2010-06-14;2010-07-19;15174;S/N;1;SERVICIO DE ELECTRICIDAD;;;;4771.20;;;;;;;;;80;BUENO;S;2010-07-14;FAX;S/N;;1;2010-07-29
1843;J311606505;4;0;2010-02-19;2010-06-03;cp-oc-dse-33273-2010;33273;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;11760.00;;;;;;;;;80;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33273-2010;;1;2010-07-08
1844;J309666185;4;0;2010-05-17;2010-06-15;CP-OC-FF-7394-2010;CP-OC-FF-7394-2010;1;MATERIAL DE COMPUTACION;;;;838.88;;;;;;;;;80;BUENO;S;2010-06-15;OFICIO;FF/DA/SC/2010/043;;1;2010-07-08
1845;J300823881;4;0;2010-01-11;2010-06-18;DFIPU/OC/0275;DFIPU/OC/0275;5;BOTE DE BASURA DE DIFERENTES DEPENDENCIAS DE LA DIRECCIÃÂN DE FORMACIÃÂN INTEGRAL Y PROYECCIÃÂN UNIVERSITARIA;;;;19320.00;;;;;;;;;80;BUENO;S;2010-06-18;OFICIO;DFIPU/OC/0275;;1;2010-07-08
1846;J295032234;4;0;2010-06-01;2010-06-07;CP-0S-FH-73051-2010;CP-0S-FH-73051-2010;1;"IMPRENTA Y REPRODUCCIÃÂN DE MATERIALES 
";;;;61720.00;;;;;;;;;75;BUENO;S;2010-06-07;OTRO;CP-0S-FH-73051-2010;;1;2010-07-08
1847;J307845619;4;0;2010-05-05;2010-06-22;DFIPU/OC/0343;DFIPU/OC/0343;5;AFICHES A FULL COLOR PARA LA PROMOCION DE LA ACTIVIDAD 1ER ENCUENTRO TEATRAL 2010;;;;2800.00;;;;;;;;;80;BUENO;S;2010-06-22;OFICIO;DFIPU/OC/0343;;1;2010-07-08
1848;J309666185;4;0;2010-05-03;2010-06-15;CP-OC-FF-7395-2010;CP-OC-FF-7395-2010;1;MATERIAL DE COMPUTACION;;;;736.96;;;;;;;;;100;EXCELENTE;S;2010-06-15;OFICIO;FF/DA/SC/2010/044;;1;2010-07-08
1849;J293688728;4;0;2010-06-17;2010-06-18;CP-OC-VRAD-592-2010;592;1;"COMPRA DE ARTICULOS PARA LA OFICINA DEL VRAD
";;;;1461.60;;;;;;;;;85;MUY BUENO;S;2010-07-08;FAX;VRAD;;1;2010-07-08
1850;J307845619;4;0;2010-05-10;2010-06-07;DFIPU/OC/0310;DFIPU/OC/0310;5;AFICHES A FULL COLOR PARA LA PROMOCION DE LA ACTIVIDAD CAMINATA DEL DIA DEL INGENIERO AGRONOMO;;;;1092.00;;;;;;;;;80;BUENO;S;2010-06-07;OFICIO;DFIPU/OC/0310;;1;2010-07-08
1851;J316305325;4;0;2010-02-18;2010-06-16;CP-OS-FF-7381-2010;CP-OS-FF-7381-2010;1;SERVICIOS;;;;985.60;;;;;;;;;60;REGULAR;S;2010-06-16;OFICIO;FF/DA/SC/2010/045;;1;2010-07-08
1852;J293985803;4;0;2010-06-03;2010-06-03;CP-0C-FH-72935-2010;CP-0C-FH-72935-2010;1;"COMPRA DE REGULADOR DE VOLTAJE 
";;;;2400.00;;;;;;;;;75;BUENO;S;2010-06-03;OTRO;CP-0C-FH-72935-2010;;1;2010-07-08
1853;J307845619;4;0;2010-05-05;2010-06-11;DFIPU/OC/0297;DFIPU/OC/0297;5;AFICHES A FULL COLOR PARA LA PROMOCION DE LA ACTIVIDAD VOZ UCEVISTA;;;;1164.00;;;;;;;;;80;BUENO;S;2010-06-11;OFICIO;DFIPU/OC/0297;;1;2010-07-08
1854;V072828824;4;0;2010-03-10;2010-06-03;cp-oc-dse-33326-2010;33326;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;19333.52;;;;;;;;;80;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33326-2010;;1;2010-07-08
1855;J308912875;4;0;2010-05-17;2010-06-17;CP-OS-FF-7342-2010;CP-OS-FF-7342-2010;1;SERVICIOS;;;;5038.88;;;;;;;;;100;EXCELENTE;S;2010-06-17;OFICIO;FF/DA/SC/2010/046;;1;2010-07-08
1856;J305447357;4;0;2010-05-13;2010-06-17;CP-OC-FF-7346-2010;CP-OC-FF-7346-2010;1;SUSTANCIAS QUIMICAS;;;;8964.48;;;;;;;;;80;BUENO;S;2010-06-17;OFICIO;FF/DA/SC/2010/047;;1;2010-07-08
1857;J002962429;4;0;2010-06-01;2010-06-01;31-000245;31-000245;1;ALQUILER DE EQUIPOS AUDIOVISUALES;;;;6966.40;;;;;;;;;75;BUENO;S;2010-06-01;FAX;DESEMP 06-06-10;;1;2010-07-08
1858;J305447357;4;0;2010-05-17;2010-06-17;CP-OC-FF-7352-2010;CP-OC-FF-7352-2010;1;SUSTANCIAS QUIMICAS;;;;8142.40;;;;;;;;;80;BUENO;S;2010-06-17;OFICIO;FF/DA/SC/2010/048;;1;2010-07-08
1859;J002336226;4;0;2010-05-31;2010-06-04;8708;8708;1;ACEITE DE SOYA;;;;11250.00;;;;;;;;;60;REGULAR;S;2010-05-31;OTRO;Telefono;;1;2010-07-08
1860;V065221914;4;0;2010-05-26;2010-05-26;31-000224;31-000224;1;TROFEOS - PLACAS;;;;2276.29;;;;;;;;;71;BUENO;S;2010-05-26;FAX;DESEMP 05-06-10;;1;2010-07-08
1861;J002336226;4;0;2010-06-07;2010-06-11;8723;8723;1;VIVERES SECOS;;;;46095.00;;;;;;;;;60;REGULAR;S;2010-06-07;OTRO;Telefono;;1;2010-07-08
1862;J314074199;4;0;2010-06-02;2010-06-02;31-000248;31-000248;1;GASTOS PROTOCOLARES;;;;2276.29;;;;;;;;;75;BUENO;S;2010-06-02;FAX;DESEMP 09-06-10;;1;2010-07-08
1863;J315709988;4;0;2010-06-02;2010-06-02;31-000249;31-000249;1;IMPRESION PROMOCIONAL O PUBLICITARIA;;;;170.00;;;;;;;;;75;BUENO;S;2010-06-02;FAX;DESEMP 10-06-10;;1;2010-07-08
1864;J001991271;4;0;2010-06-08;2010-06-10;s/n;15143;1;CERRAJERIA;;;;3653.32;;;;;;;;;80;BUENO;S;2010-06-08;FAX;s/n;;1;2010-07-08
1865;J306435166;4;0;2009-10-22;2010-07-16;CP-OC-FF-7401-2010;CP-OC-FF-7401-2010;1;MOBILIARIOS;;;;7950.88;;;;;;;;;100;EXCELENTE;S;2010-07-16;OFICIO;FF-DA-SC-2010-049;;1;2010-07-08
1866;J002336226;4;0;2010-06-14;2010-06-18;8734;8734;1;VIVERES SECOS;;;;61742.00;;;;;;;;;60;REGULAR;S;2010-06-14;OTRO;Telefono;;1;2010-07-08
1867;J002336226;4;0;2010-06-21;2010-06-25;8749;8749;1;VIVERES SECOS;;;;35022.00;;;;;;;;;60;REGULAR;S;2010-06-21;OTRO;Telefono;;1;2010-07-08
1868;J314329804;4;0;2010-06-07;2010-06-07;31-000254;31-000254;1;MATERIAL DE OFICINA Y CONSUMIBLES;;;;6048.00;;;;;;;;;71;BUENO;S;2010-06-07;FAX;DESEMP 13-06-10;;1;2010-07-08
1869;J312298278;4;0;2010-05-31;2010-06-04;8700;8700;1;PESCADO;;;;28188.00;;;;;;;;;60;REGULAR;S;2010-05-31;OTRO;Telefono;;1;2010-07-08
1870;J295201320;4;0;2009-07-07;2009-11-05;FCCV-140-B/2009;FCCV-140-B/2009;8;SUMINISTRO DE REFRIGERIOS, ALMUERZO, TOLDO Y SILLAS, CON MOTIVO DEL DIA DEL NIÃÂO;;;;7545.00;;;;;;;;;90;MUY BUENO;S;2009-07-07;OFICIO;FCCV-140-B/2009;;1;2010-07-08
1871;J309666185;4;0;2010-05-19;2010-06-18;CP-OC-FF-7399-2010;CP-OC-FF-7399-2010;1;MATERIAL DE COMPUTACION;;;;693.28;;;;;;;;;80;BUENO;S;2010-06-18;OFICIO;FF/DA/SC/2010/053;;1;2010-07-08
1872;J307567090;4;0;2010-03-10;2010-06-03;cp-oc-dse-33304-2010;33304;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;403.20;;;;;;;;;94;EXCELENTE;S;2010-06-03;OFICIO;cp-oc-dse-33304-2010;;1;2010-07-08
1873;J298104198;4;0;2010-06-07;2010-06-07;31-000256;31-000256;1;MANTENIMIENTO DE EQUIPOS;;;;3449.60;;;;;;;;;67;REGULAR;S;2010-06-07;FAX;DESEMP 14-06-10;;1;2010-07-08
1874;J307567090;4;0;2010-02-19;2010-06-03;cp-oc-dse-33301-2010;33301;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;420.00;;;;;;;;;94;EXCELENTE;S;2010-06-03;OFICIO;co-oc-dse-33301-2010;;1;2010-07-08
1875;J304126425;4;0;2010-06-01;2010-06-01;CP.OS.DD.1712-2010;1712;1;SERVICIO DE VIGILANCIA PRIVADA;;;;30328.18;;;;;;;;;83;MUY BUENO;S;2010-07-14;FAX;0212-8807418;;1;2010-07-08
1876;J305447357;4;0;2010-05-19;2010-06-18;CP-OC-FF-7340-2010;CP-OC-FF-7340-2010;1;MATERIAL DE LABORATORIO;;;;3800.44;;;;;;;;;60;REGULAR;S;2010-06-18;OFICIO;FF/DA/SC/2010/055;;1;2010-07-08
1877;J295201320;4;0;2009-04-17;2009-06-05;FCCV-121-A/2009;FCCV-121-A/2009;8;ELABORACION DE (08) PENDONES EN BANNER FULL COLOR (DIFERENTES PROGRAMAS DE LA FCCV);;;;2600.00;;;;;;;;;98;EXCELENTE;S;2009-04-17;OFICIO;FCCV-121-A/2009;;1;2010-07-08
1878;J307567090;4;0;2010-02-19;2010-06-03;cp-oc-dse-33302-2010;33302;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;420.00;;;;;;;;;94;EXCELENTE;S;2010-06-03;OFICIO;cp-oc-dse-33302-2010;;1;2010-07-08
1879;J300097358;4;0;2010-06-10;2010-06-25;S/N;41039;1;MATERIAL INDUSTRIAL;;;;179.20;;;;;;;;;80;BUENO;S;2010-06-10;FAX;S/N;;1;2010-07-08
1880;J001527214;4;0;2010-01-25;2010-06-21;CP-OC-DD-7228-2010;CP-OC-FF-7228-2010;1;MATERIAL DE OFICINA;;;;1521.56;;;;;;;;;80;BUENO;S;2010-06-21;OFICIO;FF/DA/SC/2010/059;;1;2010-07-08
1881;J305110794;4;0;2010-02-19;2010-06-03;cp-oc-dse-33294-2010;33294;5;ADQUISICION DE ALIMENTOS PARA EL COMEDOR UNIVERSITARIO;;;;9938.32;;;;;;;;;94;EXCELENTE;S;2010-06-03;OFICIO;cp-oc-dse-33294-2010;;1;2010-07-08
1882;J309666185;4;0;2010-03-23;2010-06-22;CP-OC-FF-7446/2010;CP-OC-FF-7446/2010;1;MATERIAL DE COMPUTACION;;;;1858.08;;;;;;;;;100;EXCELENTE;S;2010-06-22;OFICIO;FF/DA/SC/2010/065;;1;2010-07-08
1883;J310626936;4;0;2010-03-17;2010-06-04;CP-OC-CDCH-11398;11398;1;SISTEMA DE DETECCION DE PCR EN TIEMPO REAL COMPUESTO POR L SCRIPT DNA SYNTHESIS, L SCRIPT ONE STEP RT-PCR, L SCRIPT ONE STEP RT-PCR, LQ SUPERMIX, LQ SYBR GREEN, LQ MULTIPLEX POWER MIX, AURUM TOTAL RNA, PUREZOL RNA;;;;109760.00;;;;;;;;;100;EXCELENTE;S;2010-07-08;NA;CDCH;;1;2010-07-08
1884;J315224488;4;0;2010-06-07;2010-06-07;31-000257;31-000257;1;MANTENIMIENTO Y REPARACION DE AIRE ACONDICIONADO;;;;6720.00;;;;;;;;;71;BUENO;S;2010-06-07;FAX;DESEMP 15-06-10;;1;2010-07-08
1885;J295201320;4;0;2009-12-16;2009-12-23;FCCV-184-C/2009;FCCV-184-C/2009;8;SERVICIO DE ALQUILER DE SONIDO, TARIMA, PLANTA ELECTRICA E ILUMINACION, CON MOTIVO DEL PARRANDON;;;;38000.00;;;;;;;;;98;EXCELENTE;S;2009-12-16;OFICIO;FCCV-121-A/2009;;1;2010-07-08
1886;J310723630;4;0;2010-05-21;2010-06-21;CP-OC-FF-7107-2010;CP-OC-FF-7107-2010;1;BEBIDAS Y ALIMENTOS;;;;2760.80;;;;;;;;;100;EXCELENTE;S;2010-06-21;OFICIO;FF/DA/SC/2010/060;;1;2010-07-08
1887;J304192983;4;0;2010-06-07;2010-06-07;31-000258;31-000258;1;MATERIAL DE OFICINA Y CONSUMIBLES;;;;7815.92;;;;;;;;;78;BUENO;S;2010-06-07;FAX;DESEMP 16-06-10;;1;2010-07-08
1888;J315224488;4;0;2010-06-07;2010-06-07;31-000259;31-000259;1;MANTENIMIENTO Y REPARACION DE AIRE ACONDICIONADO;;;;2464.00;;;;;;;;;74;BUENO;S;2010-06-07;FAX;DESEMP 17-06-10;;1;2010-07-08
1889;J000598800;4;0;2010-06-15;2010-06-25;S/N;3424;1;BOLETO AEREO;;;;600.61;;;;;;;;;80;BUENO;S;2010-06-15;FAX;s/n;;1;2010-07-08
1890;J298864478;4;0;2010-04-23;2010-06-21;CP-OS-FF-7314-2010;CP-OS-FF-7314-2010;1;SERVICIOS;;;;3696.00;;;;;;;;;60;REGULAR;S;2010-06-21;OFICIO;FF/DA/SC/2010/061;;1;2010-07-08
1891;J007026055;4;0;2010-06-08;2010-06-08;31-000260;31-000260;1;MANTENIMIENTO Y REPARACION DE EQUIPOS;;;;10799.98;;;;;;;;;78;BUENO;S;2010-06-08;FAX;DESEMP 18-06-10;;1;2010-07-08
1892;J298647132;5;0;2010-06-01;2010-06-08;604;36-033-010;1;COMPRA DE MATERIALES DE ASEO Y LIMPIEZA;;;;2585.80;;;;;;;;;80;BUENO;S;2010-07-08;EMAIL;disproklin@gmail.com;;1;2010-07-08
1893;J298489057;4;0;2010-03-02;2010-06-21;CP-OS-FF-7347-2010;CP-OS-FF-7347-2010;1;SERVICIOS;;;;1993.60;;;;;;;;;100;EXCELENTE;S;2010-06-21;OFICIO;FF/DA/SC/2010/062;;1;2010-07-08
1894;J315224488;4;0;2010-03-10;2010-06-08;31-00061;31-000261;1;MANTENIMIENTO Y REPARACION DE AIRE ACONDICIONADO;;;;8064.00;;;;;;;;;80;BUENO;S;2010-06-08;FAX;DESEMP 19-06-10;;1;2010-07-08
1895;E005565750;4;0;2010-06-01;2010-06-01;3372;ORDEN DE SERVICIO;1;MANTENIMIENTO JARDIN ;;;;1041.60;;;;;;;;;80;BUENO;S;2010-07-08;OTRO;0212-5322341;;1;2010-07-08
1896;V047665910;4;0;2010-06-22;2010-06-25;CP-OC-CDCH-11420;11420;1;DISEÃÂO DE LA PORTADA Y CONTRAPORTADA DEL INFORME DE GESTION DEL CDCH ENERO 2009;;;;1200.00;;;;;;;;;90;MUY BUENO;S;2010-07-08;NA;0212-2867435;;1;2010-07-08
1897;J001653813;4;0;2010-06-22;2010-06-25;S/N;41046;1;REFRIGERIOS;;;;163.00;;;;;;;;;73;BUENO;S;2010-06-22;OTRO;S/N;;1;2010-07-08
1898;J309662660;4;0;2010-01-26;2010-06-21;CP-OC-FF-7339-2010;CP-OC-FF-7339-2010;1;MATERIAL DE COMPUTACION;;;;1724.80;;;;;;;;;80;BUENO;S;2010-06-21;OFICIO;FF/DA/SC/2010/063;;1;2010-07-08
1899;J305430624;4;0;2010-06-07;2010-06-08;31-000262;31-000262;1;MATERIAL ELECTRICO;;;;271.94;;;;;;;;;71;BUENO;S;2010-06-08;FAX;DESEMP 20-06-10;;1;2010-07-08
1900;V029709900;3;0;2010-05-28;2010-06-08;31-000263;31-000263;1;GASTOS PROTOCOLARES;;;;140.00;;;;;;;;;73;BUENO;S;2010-06-08;FAX;DESEMP 21-06-10;;1;2010-07-08
1901;J305179395;4;0;2010-06-11;2010-06-22;CP-OC-FF-7389-2010;CP-OC-FF-7389-2010;1;MATERIAL DE FERRETERIA;;;;1693.44;;;;;;;;;80;BUENO;S;2010-06-22;OFICIO;FF/DA/SC/2010/064;;1;2010-07-08
1902;J315709988;3;0;2010-06-07;2010-06-09;31-000264;31-000264;1;IMPRESION PROMOCIONAL O PUBLICITARIA;;;;3100.00;;;;;;;;;72;BUENO;S;2010-06-09;FAX;DESEMP 22-06-10;;1;2010-07-08
1903;J312983698;4;0;2010-05-14;2010-06-03;cp-oc-dse-33331;33331;5;ADQUISICION DE AIRES ACONDICIONADOS;;;;33748.99;;;;;;;;;72;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33331-2010;;1;2010-07-08
1904;J002962429;4;0;2010-06-08;2010-06-09;31-000266;31-000266;1;ALQUILER DE EQUIPOS AUDIOVISUALES;;;;5600.00;;;;;;;;;79;BUENO;S;2010-06-09;FAX;DESEMP 24-06-10;;1;2010-07-08
1905;J303408001;4;0;2010-06-09;2010-06-10;CP-OC-CDCH-11402;11402;1;350 EJEMPLARES DEL ANUARIO DEL CDCH-UCV;;;;28801.50;;;;;;;;;90;MUY BUENO;S;2010-07-08;NA;CDCH;;1;2010-07-08
1906;J313090077;4;0;2010-05-24;2010-06-24;CP-OC-FF-7384-2010;CP-OC-FF-7384-2010;1;MATERIAL DE LIMPIEZA;;;;497.72;;;;;;;;;100;EXCELENTE;S;2010-06-24;OFICIO;FF/DA/SC/2010/067;;1;2010-07-08
1907;J000779945;4;0;2010-02-01;2010-06-25;CP-OC-FF-7400-2010;CP-OC-FF-7400-2010;1;MATERIAL DE FERRETERIA;;;;3119.20;;;;;;;;;80;BUENO;S;2010-06-25;OFICIO;FF/DA/SC/2010/068;;1;2010-07-08
1908;J317081781;5;0;2010-02-17;2010-06-09;31-000268;31-000268;1;MANTENIMIENTO Y REPARACION DE PLANTA ELECTRICA;;;;395970.62;;;;;;;;;78;BUENO;S;2010-06-09;FAX;DESEMP 25-06-10;;1;2010-07-08
1909;V061454809;4;0;2010-05-30;2010-06-10;31-000269;31-000269;1;ALQUILER DE EQUIPO AUDIO / VIDEO;;;;6000.00;;;;;;;;;73;BUENO;S;2010-06-10;FAX;DESEMP 26-06-10;;1;2010-07-08
1910;J000598800;4;0;2010-06-23;2010-06-25;S/N;35696;1;BOLETO AEREO;;;;1247.02;;;;;;;;;80;BUENO;S;2010-06-23;FAX;S/N;;1;2010-07-08
1911;J301339193;4;0;2010-03-02;2010-06-03;cp-oc-dse-33308-2010;33308;5;ADQUISICION DE MOBILIARIO;;;;21056.00;;;;;;;;;72;BUENO;S;2010-06-03;OFICIO;cp-oc-dse-33308-2010;;1;2010-07-08
1912;J003529214;4;0;2010-03-08;2010-06-03;CP-OC-CDCH-11390;11390;1;COMPRA DE UNA ESTUFA, TANQUE DE CO2, MONTAJE DE VALVULA Y REGULADOR DE PRESION, AGUILION DE ALUMINIO, ARNES PARA SOPORTE DE AGULION, BOQUILLA DE BRONCE;;;;23676.80;;;;;;;;;100;EXCELENTE;S;2010-07-08;NA;CDCH;;1;2010-07-08
1913;V062806008;4;0;2010-05-20;2010-06-02;31-000246;31-000246;1;SERVICIO DE TRANSPORTE;;;;492.80;;;;;;;;;73;BUENO;S;2010-06-02;FAX;DESEMP 05-06-10;;1;2010-07-08
1914;J075574982;4;0;2010-06-22;2010-06-25;CP-OC-FAUCV-00253-2010;CP-OC-FAUCV-00253-2010;5;"EQUIPO AGRICOLA
";;;;3192.00;;;;;;;;;92;EXCELENTE;S;2010-07-06;OFICIO;135-01A-01.10;;1;2010-07-08
1915;V061454809;4;0;2010-05-17;2010-06-02;31-000247;31-000247;1;ALQUILER DE EQUIPO AUDIO / VIDEO;;;;4000.00;;;;;;;;;74;BUENO;S;2010-06-02;FAX;DESEMP 08-06-10;;1;2010-07-08
